37,0.341,0.256,16.116,0.35736,-2.7704,0.41784,4.1784,2719.2,-604180,-432.24,603320,4.1784,0.17777,0,0,0.12444,-2.5812,16.132,0.99898,63.018,-432.24,0.32,0.044444
37,0.913,0.086,12.495,0.26504,-2.83,0,156.79,502.37,-26083,5117.7,116600,265.14,0.78867,0,0,0.40621,-2.1994,12.596,0.99197,146.47,5117.7,0.6,0.088889
37,0.733,0.111,16.034,0.99118,-0.031436,32.122,143.85,263.58,-52140,-3563.5,26382,188.82,-1.0651,-0.80253,-0.11658,0,0.086288,16.203,0.98959,145.97,-3563.5,0.48,0.044444
37,0.448,0.094,6.8213,0.59647,-2.8105,17.36,76.638,230.62,-10012,-4604.1,25874,95.857,0.6017,0,0.10128,0.57043,-2.7231,6.9674,0.97902,74.122,-4604.1,0.4,0.044444
37,0.519,0.056,13.866,0.67819,-2.8083,74.821,275.57,993.21,-126180,-21377,217040,244.68,-0.1099,-0.096714,0,0.001099,-2.717,13.871,0.99965,247.69,-21377,0.44,0.044444
37,0.29,0.115,15.108,0.79869,-2.8156,77.591,132.64,226.95,-10820,-2632.8,16290,122.93,-0.57426,-0.43466,0,0.092527,-2.7914,15.222,0.99254,132.36,2831.1,0.405,0.044444
37,1.001,0.091,11.104,0.74862,-2.9958,63.424,125.94,265.19,-10825,-4931.1,30661,120.68,-0.23239,-0.14218,2.22E-16,0.080237,-2.9566,11.138,0.997,122.39,-4931.1,0.5,0.044444
37,0.287,0.102,12.173,0.57991,-2.6965,9.5787,114.51,250.79,-6592.3,-5079.3,22327,155.62,-0.47072,-0.39059,-0.15732,0.017527,-2.5404,12.244,0.99418,120.04,-5321.5,0.39,0.044444
37,1.627,0.103,12.046,0.55388,-3.0494,12.577,145.03,223.19,-6915.7,-3683.2,18936,146.72,0.38544,-0.024459,0,0.3167,-2.9859,12.1,0.99547,117.48,-2638.2,0.47,0.044444
37,0.22,0.045,4.3633,0.99472,-0.11576,0,44.209,200.64,-21825,-14737,17182,44.209,-0.2631,-0.2631,0,0,-0.03302,4.3996,0.99175,97.77,-14737,0.38,0.044444
37,1.907,0.128,19.429,0.99677,-0.13529,12.095,138.53,192.23,-27816,-219.86,25071,151.43,-0.19347,-0.038485,0,0.053649,-0.099446,19.444,0.99922,151.91,12.421,0.56,0.044444
37,11.949,0.157,19.873,0.96582,-0.040587,12.871,60.555,200.82,-34262,2481,122270,51.661,-0.81847,-0.65615,-0.1048,0,0.1021,19.992,0.99405,127.34,2496,0.55,0.044444
37,0.323,0.155,13.29,0.74978,-3.0276,22.25,86.623,164.4,-12545,4450.3,82897,95.655,-0.35087,-0.30607,-0.085615,0,-2.9547,13.315,0.99816,85.902,4450.3,0.315,0.044444
37,1.487,0.09,14.648,0.25087,-2.8699,0,90.153,2147.3,-341900,-49239,652760,774.42,0.344,0,0,0.29642,-2.2974,14.687,0.9974,163.18,-49239,0.43,0.088889
